bedroom,bathroom,floors,parking,location,dhur,Aana,Paisa,Daam,roadsize(feet),Road type,Years ago,Area(sq ft),Price
0,0,N/A,0,"Kantipur Colony, Lalitpur, Lalitpur",0,3,1,0,14,Soil Stabilized,1,1112.31,22200000
4,3,2,1,"Near, Sarbotchrit School, Lubhu, Lalitpur",0,5,0,3,13,Soil Stabilized,3,1775.42,14500000
4,4,3,2,"sital height, Imadol, Lalitpur",0,3,0,0,13,Soil Stabilized,2,1026.75,16000000
6,6,3,2,"Na, Kapan, Kathmandu",6,,,,15,Blacktopped,1,1093.5,45000000
0,0,N/A,0,"Suryabinayak, Suryabinayak, Bhaktapur",0,4,2,0,0,Soil Stabilized,0.666666667,1540.12,10000000
0,0,N/A,0,"Bhaktapur, Bhaktapur, Bhaktapur",0,4,2,0,0,Soil Stabilized,0.916666667,1540.12,19000000
6,6,3,1,"NA, Sitapaila, Kathmandu",4,,,,13,Gravelled,2,729,25500000
6,4,4,0,"Nearby Colony home, Sukedhara, Kathmandu",4,,,,12,Soil Stabilized,2,729,27500000
0,0,N/A,0,"pipalbot, Mulpani, Kathmandu",0,3,2,0,8,Soil Stabilized,1,1197.87,18000000
5,2,3,6,"Aryalgaun, Narayantar, Jorpati, Kathmandu",0,2,3,0,8,Soil Stabilized,1,941.18,13000000
0,0,N/A,0,"Phutung, Bhaktapur, Bhaktapur",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,12000000
5,5,3,5,"Nakhipot, Kantipur colony, Nakhipot, Lalitpur",0,4,0,0,22,Blacktopped,0.5,1369,28500000
7,6,3,3,"Basundhara, Basundhara, Kathmandu",7,,,,20,Blacktopped,2,1275.75,41000000
0,0,N/A,0,"Chauni, Swayambhu, Kathmandu",0,8,0,0,0,Soil Stabilized,1,2738,49800000
0,0,N/A,0,"jorpati, Jorpati, Kathmandu",0,3,1,2,13,Soil Stabilized,1,1155.09,15700000
0,0,N/A,0,"Sanobharyang, Sanobharyang, Kathmandu",0,5,2,0,16,Soil Stabilized,0.666666667,1882.37,35000000
0,0,N/A,0,"Champadevi, Kirtipur, Kathmandu",0,5,0,0,13,Soil Stabilized,1,1711.25,16000000
0,0,3,0,"Pasikot, Pasikot, Kathmandu",4,,,,16,Soil Stabilized,2,729,17500000
3,4,2,1,"Aananda Colony, Bharatpur, Chitwan",0,0,11,5,19.68504,Soil Stabilized,2,1048.11,16000000
5,5,3,0,"NA, Baluwatar, Kathmandu",6,,,,13,Blacktopped,2,1093.5,60000000
0,0,2,0,"Banasthali, Banasthali, Kathmandu",0,3,2,2,13,Gravelled,2,1240.65,22500000
9,3,3,2,"Chapali, Nearby Kunja Colony, Budhanilkantha, Kathmandu",0,3,0,0,13,Gravelled,1,1026.75,25000000
0,0,N/A,0,"Bhojad, Bharatpur, Chitwan",2,,,,19.68504,Blacktopped,2,364.5,50000000
0,0,N/A,0,"Kamalbinayak, Kamalbinayak, Bhaktapur",0,4,2,1,13,Blacktopped,1,1561.51,39900000
6,4,3,3,"Opposite of Grandy Hospital, Tokha, Kathmandu",7,5,,,15,Blacktopped,2,2987,53000000
5,5,3,2,"Baluwatar Area, Baluwatar, Kathmandu",0,6,2,0,20,Paved,0.666666667,2224.62,65000000
8,4,3,1,"Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",0,4,0,2,16,Gravelled,2,1411.78,26000000
0,0,N/A,0,"Dhapasi, Dhapasi, Kathmandu",0,5,0,0,20,Soil Stabilized,1,1711.25,22500000
6,5,3,1,"Na, Sanobharyang, Kathmandu",3,1,,,14,Gravelled,2,889,22500000
5,5,3,3,"Na, Budhanilkantha, Kathmandu",8,,,,15,Blacktopped,2,1458,37000000
0,0,N/A,0,"Hattigauda, Hattigauda, Kathmandu",4,,,,12,Gravelled,1,729,19500000
6,5,2.5,1,"near Aadeshwor Planning, Sitapaila, Kathmandu",0,4,0,0,14,Concrete,2,1369,21000000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,3,2,0,13,Soil Stabilized,1,1197.87,21500000
0,0,N/A,0,"Nagarjun, Syuchatar, Kathmandu",20,,,,16,Blacktopped,2,3645,40000000
0,0,N/A,0,"Kalanki, Kalanki, Kathmandu",0,4,0,0,0,Soil Stabilized,0.916666667,1369,22000000
0,0,3,0,"Near Buddha Chowk, Ram Bazar, Pokhara",4,,,,20,Soil Stabilized,2,729,30000000
0,0,N/A,0,"Kapan, Kathmandu, Kapan, Kathmandu",0,5,0,0,10,Blacktopped,1,1711.25,14500000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,3,2,0,0,Soil Stabilized,0.916666667,1197.87,17500000
0,0,3,0,"Lolang height,near to lolang ground.3.5 km away from Balaju, Tarkeshwor, Kathmandu",3,,,,20,Soil Stabilized,0.666666667,546.75,17500000
5,3,3,1,"Nearby Greenhill city, Mulpani, Kathmandu",0,3,0,0,10,Soil Stabilized,3,1026.75,16500000
5,2,4,1,"changathali, Tikathali, Lalitpur",0,4,0,0,15,Gravelled,2,1369,20000000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,3,3,0,0,Soil Stabilized,1,1283.43,21500000
5,4,N/A,1,"Sitapaila, Sitapaila, Kathmandu",0,4,2,0,13,Paved,1,1540.12,27000000
2,1,1,0,"Pipalbot, Nagarkot, Bhaktapur",6,,,,0,Soil Stabilized,0.916666667,1093.5,5200000
0,0,3,0,"Banesor banla house sale, Mid Baneshwor, Kathmandu",4,,,,18,Blacktopped,1,729,44000000
6,2,2,0,"Gothatar, kadaghari, kageshwori manohara, Kadaghari, Kathmandu",0,2,5,0,8,Paved,0.5,1112.3,13000000
0,0,N/A,0,"Mahalaxmi-05, Imadol, Lalitpur",0,3,3,0,0,Soil Stabilized,0.916666667,1283.43,24800000
4,4,2,6,"Balaju, Bohoratar, Kathmandu",10,,,,13,Blacktopped,0.5,1822.5,48500000
4,0,N/A,0,"Na, Golfutar, Kathmandu",5,,,,15,Soil Stabilized,1,911.25,30000000
8,6,3,1,"Na, Mandikatar, Kathmandu",4,,,,20,Blacktopped,2,729,32500000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,25000000
2,1,1,0,"Tri Chowk  bharatpur, Bharatpur, Chitwan",6,,,,19.68504,Blacktopped,2,1093.5,5000000
9,3,N/A,0,"Pipalbote, Illam, Illam",2,12,0,0,14,Blacktopped,0.416666667,4471.5,35000000
6,3,2.5,1,"Opposite of Green Hill city, Imadol, Lalitpur",0,3,2,0,20,Blacktopped,2,1197.87,22500000
3,1,1,0,"01 namgel, Gokarneshwor, Kathmandu",4,,,,14,Gravelled,0.916666667,729,13000000
0,0,N/A,0,"Bharatpur, Chitwan, Bharatpur, Chitwan",11,5,,,0,Soil Stabilized,0.916666667,3716,3800000
4,2,3,0,"Budhanilkantha, Hattigauda, Kathmandu",0,2,2,0,8,Gravelled,1,855.62,15000000
0,0,N/A,0,"kapan, Kapan, Kathmandu",0,2,3,0,10,Soil Stabilized,1,941.18,11600000
0,0,N/A,0,"Little Angels School, Hattiban, Lalitpur",9,,,,16,Blacktopped,2,1640.25,49500000
4,2,3,0,"chamati, Chamati, Kathmandu",0,2,2,1,20,Blacktopped,1,877.01,21500000
6,6,3,4,"NA, Maligaon, Kathmandu",12,,,,14,Gravelled,2,2187,65000000
5,4,2.5,1,"Greenhill City, Greenhill city, Mulpani, Kathmandu",0,5,0,2,20,Blacktopped,1,1754.03,28000000
5,5,3,1,"Na, Basundhara, Kathmandu",4,1,,,16,Blacktopped,2,1071.25,29800000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,4,0,0,0,Soil Stabilized,1,1369,29000000
0,0,N/A,0,"Goldhunga, Goldhunga, Kathmandu",0,3,0,0,13,Soil Stabilized,0.916666667,1026.75,13500000
0,0,N/A,0,"Gurjudhara, Chandragiri, Kathmandu",0,3,3,0,16,Soil Stabilized,1,1283.43,11700000
0,0,N/A,0,"Mandikatar, Kathmandu, Mandikatar, Kathmandu",0,5,2,0,16,Blacktopped,1,1882.37,33000000
6,5,3,1,"Na, Hattigauda, Kathmandu",4,,,,22,Gravelled,2,729,24500000
7,7,3,4,"Na, Basundhara, Kathmandu",10,,,,15,Blacktopped,2,1822.5,60000000
5,0,3,0,"Nearby, Russian Embassy, Baluwatar, Kathmandu",4,,,,15,Blacktopped,2,729,34000000
4,4,2.5,1,"Ramkot, Sitapaila, Kathmandu",0,3,3,0,13,Blacktopped,2,1283.43,20500000
5,6,3,2,"Na, Budhanilkantha, Kathmandu",5,,,,13,Blacktopped,2,911.25,33000000
4,3,2.5,1,"Nearby L.R.I School., Kalanki, Kathmandu",0,4,0,0,10,Blacktopped,2,1369,17000000
8,4,3,1,"Akasedhara, Sagarmatha chwok, Budhanilkantha, Kathmandu",0,3,2,0,10,Gravelled,2,1197.87,19000000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,3,0,0,0,Soil Stabilized,1,1026.75,13700000
5,3,2.5,1,"Opposite of green hill city, Imadol, Lalitpur",0,3,1,0,20,Blacktopped,2,1112.31,21500000
4,4,N/A,2,"Sunakothi, Sunakothi, Lalitpur",6,2,,,0,Soil Stabilized,1,1778,36000000
5,3,2.5,1,"Sanagaun Height, Imadol, Lalitpur",0,3,2,0,20,Gravelled,2,1197.87,22000000
0,0,N/A,0,"Tenzing Chowk, Kapan, Kathmandu",0,3,2,0,10,Soil Stabilized,0.916666667,1197.87,21000000
0,0,N/A,0,"Bhangal, Bhangal, Kathmandu",0,4,0,0,16,Soil Stabilized,0.75,1369,23500000
4,5,3,2,"Bhaisepati, Lalitpur, Bhaisepati, Lalitpur",0,4,0,0,20,Gravelled,1,1369,32500000
4,0,N/A,2,"Hepali height, Basbari, Kathmandu",7,0,2,,20,Paved,2,1446.87,45000000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,3,1,0,20,Soil Stabilized,0.666666667,1112.31,16000000
0,0,3,0,"Near kathmandu intl school, Guheshwori, Kathmandu",3,,,,10,Blacktopped,0.5,546.75,15500000
0,0,N/A,0,"Kapan, Kathmandu, Kapan, Kathmandu",0,4,2,0,0,Soil Stabilized,1,1540.12,12500000
0,3,3,1,"Narefat, Koteshwor, Kathmandu",0,2,2,3,10,Blacktopped,1,919.79,33000000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,4,0,0,12,Soil Stabilized,0.75,1369,23500000
6,5,3,1,"Na, Sukedhara, Kathmandu",3,5,,,15,Blacktopped,2,2258,30000000
6,6,3,2,"Na, Basundhara, Kathmandu",5,3,,,14,Blacktopped,2,1938,49000000
0,0,N/A,0,"Nepal medical college, Jorpati, Kathmandu",0,4,3,0,16,Soil Stabilized,1,1625.68,27500000
6,6,3,4,"Na, Budhanilkantha, Kathmandu",11,,,,15,Soil Stabilized,2,2004.75,60000000
4,5,3,3,"na, Budhanilkantha, Kathmandu",7,,,,15,Blacktopped,2,1275.75,45000000
6,3,3,2,"Jyotinagar Kapan, Kapan, Kathmandu",0,4,0,1,13,Blacktopped,0.5,1390.39,28000000
2,1,N/A,0,"Budhanilkantha, Pasikot, Kathmandu",0,4,3,0,12,Soil Stabilized,2,1625.68,13800000
0,0,N/A,0,"Gothatar, Gothatar, Kathmandu",0,3,0,0,10,Soil Stabilized,0.75,1026.75,16800000
0,0,N/A,0,"Nearby, Little Angel&#39;s College of Higher Studies, Imadol, Lalitpur",0,2,2,0,13,Gravelled,2,855.62,15000000
0,0,N/A,0,"Satungal, Satungal, Kathmandu",0,3,2,0,0,Soil Stabilized,0.666666667,1197.87,18900000
5,4,3,1,"Gairhi marga, Satdobato, Lalitpur",0,4,3,0,10,Paved,1,1625.68,32500000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,15000000
0,0,N/A,0,"Imadol, Nayabasti, Imadol, Lalitpur",0,3,0,1,13,Soil Stabilized,1,1048.14,21000000
0,0,N/A,0,"sukedhara, Sukedhara, Kathmandu",0,3,2,3,12,Gravelled,1,1262.04,23500000
5,5,3,1,"Na, Dhungedhara, Kathmandu",3,,,,14,Gravelled,2,546.75,24000000
0,0,4,0,"Gahana, Pokhari, Naxal, Kathmandu",7,,,,20,Soil Stabilized,2,1275.75,55000000
6,5,N/A,2,"Budhanilkantha, Budhanilkantha, Kathmandu",5,,,,16,Blacktopped,1,911.25,50000000
4,4,N/A,2,"Ichagu, Sitapaila, Sitapaila, Kathmandu",5,,,,15,Blacktopped,1,911.25,29000000
0,0,N/A,0,"Durga Mandir, Kapan, Kathmandu",0,3,1,0,0,Soil Stabilized,0.75,1112.31,13800000
8,4,3,5,"Imadol, Lalitpur, Lalitpur",0,14,1,0,14,Blacktopped,1,4877.06,51000000
0,0,N/A,0,"Maitrinagar, Kirtipur, Kathmandu",3,,,,10,Blacktopped,2,546.75,15000000
7,4,4,4,"Chyasal, Patan, Lalitpur",0,3,0,0,13,Soil Stabilized,1,1026.75,24000000
4,5,3,2,"Na, Baluwatar, Kathmandu",5,1,,,12,Paved,1,1253.5,55000000
4,3,3,1,"Harharmahadev, Pepsicola, Kathmandu",2,5,,,13,Gravelled,2,2075.75,13500000
0,0,N/A,0,"Thali, Thali, Kathmandu",0,3,0,0,12,Soil Stabilized,0.666666667,1026.75,15500000
10,6,3,4,"Suncity Planning, Pepsicola, Kathmandu",3,2,,,13,Soil Stabilized,2,1231.25,24000000
0,0,N/A,0,"56, Bhairahawa, Rupandehi",5,,,,0,Gravelled,0.666666667,911.25,5000000
0,0,N/A,0,"Narephat, Narephate, Kathmandu",0,2,2,0,0,Soil Stabilized,0.916666667,855.62,14500000
5,4,3,2,"Ganapati Basti, Rudreshwor Chowk, Budhanilkantha, Kathmandu",0,4,2,0,14,Soil Stabilized,0.416666667,1540.12,32500000
0,0,N/A,0,"Kalanki, Kalanki, Kathmandu",0,4,2,0,0,Soil Stabilized,0.916666667,1540.12,30000000
0,0,N/A,0,"Balambu, Balambu, Kathmandu",0,2,2,0,0,Soil Stabilized,0.916666667,855.62,18000000
4,4,3,2,"Baluwatar Area, Baluwatar, Kathmandu",0,8,0,0,13,Blacktopped,0.666666667,2738,56000000
0,0,4,0,"Trishakti Petrol Pump, Balkhu, Kathmandu",5,1,,,0,Soil Stabilized,2,1253.5,60000000
3,3,N/A,1,"Gwarko, Gwarko, Lalitpur",0,4,2,2,20,Blacktopped,2,1582.9,32500000
7,5,3,1,"Srijana Tole, Budhanilkantha, Kathmandu",5,,,,20,Gravelled,2,911.25,25500000
5,4,2,2,"Sundarbasti, Bhangal, Kathmandu",3,5,,,13,Gravelled,2,2258,21000000
0,0,N/A,0,"Thankot, Thankot, Kathmandu",0,3,2,0,13,Soil Stabilized,1,1197.87,13500000
2,1,1.5,1,"Nearby Pawan Pakriti School., Tikathali, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,12500000
0,0,3.5,0,"Jhaukhel, Changunarayan, Bhaktapur",7,,,,15,Gravelled,2,1275.75,21500000
0,0,N/A,0,"Mandikatar, Kathmandu, Mandikatar, Kathmandu",0,3,3,0,0,Soil Stabilized,0.916666667,1283.43,15700000
0,0,N/A,0,"Nagarjun, Nagarjun, Kathmandu",0,4,0,0,13,Soil Stabilized,0.666666667,1369,17500000
2,1,N/A,1,"Tikathali, Tikathali, Lalitpur",0,3,2,0,13,Soil Stabilized,0.75,1197.87,14700000
4,3,3,1,"Dumadevi tole, mulpani, Kageshwari-Manohara, Kathmandu",0,2,0,1,10,Gravelled,1,705.89,12500000
4,4,3,1,"Buddha Colony, Buddha Party Palace, Imadol, Imadol, Lalitpur",0,3,0,0,13,Gravelled,0.5,1026.75,20500000
0,0,N/A,0,"Padma colony, Sitapaila, Kathmandu",5,,,,20,Blacktopped,2,911.25,20500000
6,6,3,1,"Btisputali, Battisputali, Kathmandu",0,4,2,0,15,Gravelled,1,1540.12,43000000
5,3,3,5,"Chakupat, Chakupat, Lalitpur",0,4,3,0,13,Gravelled,1,1625.68,35000000
6,7,3,2,"Na, Golfutar, Kathmandu",6,,,,15,Blacktopped,2,1093.5,45000000
7,0,N/A,0,"Nearby Aakashedhara, Kapan, Kathmandu",3,,,,13,Soil Stabilized,2,546.75,17000000
0,0,N/A,0,"Kapan, Kapan, Kathmandu",0,3,2,0,0,Soil Stabilized,0.666666667,1197.87,21000000
0,0,N/A,0,"Budanilkantha, Budhanilkantha, Kathmandu",0,4,0,0,13,Blacktopped,1,1369,27800000
3,3,3,2,"Joranku, Joranku, Kathmandu",3,2,,,10,Soil Stabilized,2,1231.25,15000000
2,1,1.5,1,"Opposite of Green Hill City, Imadol, Lalitpur",0,3,0,0,13,Gravelled,1,1026.75,13500000
0,0,N/A,0,"Koteshwor, Koteshwor, Kathmandu",0,2,2,0,8,Soil Stabilized,1,855.62,23000000
0,0,N/A,1,"Chappali Bhadrakali, Budhanilkantha, Kathmandu",4,,,,13,Soil Stabilized,2,729,25000000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,17000000
6,3,2,2,"Manakamana role, Birtamod Road, Itahari",8:05,,,,0,Blacktopped,1,61.3828125,17000000
4,5,2,3,"Budhanilkantha, Budhanilkantha, Kathmandu",7,,,,22,Blacktopped,1,1275.75,57500000
4,4,4,1,"638, Greenhill city, Mulpani, Kathmandu",4,,,,22,Blacktopped,2,729,35000000
0,0,N/A,0,"Near Karuna Hospital, Budhanilkantha, Kathmandu",0,3,0,0,10,Soil Stabilized,1,1026.75,16000000
6,3,3,0,"Lalitpur, Mahalaxmi Nagarpalika, Lalitpur",0,4,0,0,10,Gravelled,0.333333333,1369,26000000
9,4,4,4,"Basbari, Basbari, Kathmandu",0,12,3,2,13,Soil Stabilized,2,4406.46,63000000
4,3,2.5,1,"Ochu Height, Imadol, Lalitpur",0,3,2,0,13,Blacktopped,1,1197.87,22000000
5,6,3,1,"Samakhusi, Samakhusi, Kathmandu",4,,,,15,Blacktopped,2,729,44000000
4,4,3,0,"Near Padma Colony, Sitapaila, Kathmandu",3,1,,,0,Soil Stabilized,2,889,17000000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,4,0,1,13,Soil Stabilized,1,1390.39,21000000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,4,1,0,20,Soil Stabilized,1,1454.56,23000000
0,0,1,0,"Jorpati, Jorpati, Kathmandu",3,,,,13,Gravelled,2,546.75,11400000
6,3,3,1,"Cozy  home, Imadol, Lalitpur",4,,,,13,Soil Stabilized,2,729,24900000
0,4,4,1,"Samakhusi,Pabitranagar Marg, Samakhusi, Kathmandu",0,3,0,1,10,Blacktopped,0.833333333,1048.14,25000000
4,3,3,0,"Nearby Hepali Height, Budhanilkantha, Kathmandu",4,,,,13.12336,Blacktopped,2,729,21500000
4,4,3,0,"NA, Budhanilkantha, Kathmandu",4,5,,,20,Blacktopped,1,2440.25,50000000
0,0,N/A,0,"Gokarna, Gokarneshwor, Kathmandu",0,3,2,0,12,Soil Stabilized,0.916666667,1197.87,12200000
4,5,3,3,"Near by Yellow Gumba, Sano Bharyang, Kathmandu",0,4,0,2,12,Soil Stabilized,2,1411.78,26000000
5,4,3,2,"Jyotinagar, Budhanilkantha, Budhanilkantha, Kathmandu",0,5,1,0,13,Blacktopped,2,1796.81,32000000
0,0,N/A,0,"Naikap, Naikap, Kathmandu",0,6,0,0,20,Soil Stabilized,0.75,2053.5,52500000
0,0,N/A,0,"Bhangal, Bhangal, Kathmandu",0,3,0,0,13,Soil Stabilized,0.75,1026.75,19500000
4,2,2,1,"Durganagar colony, Syuchatar, Kathmandu",0,0,3,7,14,Soil Stabilized,1,406.41,22000000
3,2,3,0,"Jharuwarashi chapagaon, Jharuwarashi, Lalitpur",0,4,3,1,12,Blacktopped,0.5,1647.07,13000000
0,0,N/A,0,"Budhanilkanth, Budhanilkantha, Kathmandu",4,,,,15,Gravelled,2,729,28000000
0,0,N/A,0,"Shivachowk, Jorpati, Kathmandu",0,3,2,0,0,Soil Stabilized,0.916666667,1197.87,17000000
5,5,3,4,"Sitapaila, Sitapaila, Kathmandu",9,,,,12,Soil Stabilized,2,1640.25,45000000
9,0,3,3,"Sundarbasti, Bhangal, Kathmandu",3,1,,,13,Soil Stabilized,2,889,18200000
0,0,N/A,0,"New house sale in Goldhunga, Goldhunga, Kathmandu",0,4,0,0,10,Soil Stabilized,1,1369,19500000
0,0,N/A,0,"HERALD INTERNATIONAL COLLEGE  H.S.S., Basundhara, Kathmandu",0,3,5,0,13,Blacktopped,2,1454.55,19500000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,17000000
5,3,3,1,"Piple Chautari Tole (Naya Basti), Naikap, Kathmandu",4,,,,13,Soil Stabilized,2,729,22500000
4,3,3,1,"Ochu Height, Imadol, Imadol, Lalitpur",0,2,2,0,13,Gravelled,0.5,855.62,20500000
6,6,3,2,"Na, Grande Villa, Kathmandu",6,5,,,15,Soil Stabilized,2,2804.75,39000000
5,5,3,3,"Na, Thulo Bharyang, Kathmandu",7,,,,15,Blacktopped,2,1275.75,39000000
3,3,2,1,"Southern height housing, Thaiba, Harisiddhi, Lalitpur",0,5,2,0,0,Soil Stabilized,2,1882.37,25000000
7,6,3,1,"Kapanmarg, Maharajgunj, Maharajgunj, Kathmandu",8,,,,10,Soil Stabilized,1,1458,48000000
6,5,3,2,"tokha road , saraswoti 3, Tokha, Kathmandu",5,,,,14,Gravelled,2,911.25,30000000
5,4,2,1,"manbadur marg hpuse sale, Budhanilkantha, Kathmandu",0,4,2,0,13,Gravelled,0.75,1540.12,29000000
4,3,3,2,"Jorpati, Jorpati, Kathmandu",0,3,0,0,14,Blacktopped,0.333333333,1026.75,22500000
6,6,3,3,"na, Budhanilkantha, Kathmandu",12,,,,13,Blacktopped,1,2187,60000000
7,0,3,4,"Shiva Mandir, Kapan, Kathmandu",4,,,,16,Soil Stabilized,2,729,24000000
5,5,3,2,"Na, Chabahil, Kathmandu",4,5,,,14,Blacktopped,2,2440.25,49500000
0,0,N/A,0,"Makalbari, Makalbari, Kathmandu",0,3,0,0,10,Soil Stabilized,0.666666667,1026.75,15500000
3,4,3,1,"Nayabazar Kathmandu, Naya Bazar, Kathmandu",0,3,0,0,0,Soil Stabilized,1,1026.75,31000000
0,0,N/A,0,"Nearby, Thali Buspark, Thali, Kathmandu",3,,,,10,Soil Stabilized,2,546.75,11000000
7,7,3,3,"NA, Samakhusi, Kathmandu",7,,,,20,Blacktopped,1,1275.75,55000000
0,0,N/A,0,"Manamaiju, Manamaiju, Kathmandu",0,3,2,0,0,Soil Stabilized,0.75,1197.87,17000000
0,0,N/A,0,"Ramkot, Sitapaila, Kathmandu",0,3,2,0,0,Soil Stabilized,0.916666667,1197.87,27000000
6,0,N/A,0,"Force Park Bus Stop, Kadaghari, Kathmandu",0,2,3,0,13,Gravelled,2,941.18,12500000
0,0,N/A,0,"Bhadrabas, Thali, Kathmandu",0,3,2,0,13,Soil Stabilized,1,1197.87,7500000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,3,0,0,13,Soil Stabilized,0.916666667,1026.75,15500000
0,0,N/A,0,"Morang, Katahari, Morang",14,,,,0,Soil Stabilized,0.666666667,2551.5,4000000
7,4,3,0,"Kalanki, Kalanki, Kathmandu",6,1,,,14,Soil Stabilized,2,1435.75,38000000
0,0,3,1,"Near PM Quarter, Baluwatar, Kathmandu",5,,,,20,Blacktopped,2,911.25,33500000
9,4,3,4,"Budhanilakntha, Budhanilkantha, Kathmandu",0,7,,,20,Blacktopped,1,2395.75,58000000
7,4,3,1,"Thapagau, Thapagaun, Kathmandu",0,3,3,3,20,Gravelled,1,1347.6,36000000
4,3,2,2,"Saroj Niwas, JanakpurDham, Kataiya Chowri, Ward no. 4, Janakpur, Dhanusa",11,,,,13.12336,Blacktopped,1,2004.75,16000000
0,0,N/A,0,"House sale in Kapan, Kapan, Kathmandu",0,4,0,0,24,Soil Stabilized,1,1369,36000000
7,5,3,2,"Tulsi marga, Ranipauwa, Pokhara",6,,,,0,Soil Stabilized,1,1093.5,35900000
5,2,4,0,"Banglamukhi, Chakupat, Lalitpur",2,,,,10,Gravelled,1,364.5,14000000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,13700000
0,0,2.5,1,"Dhapasi, Dhapasi, Kathmandu",0,4,0,0,0,Soil Stabilized,0.75,1369,26000000
0,0,N/A,0,"Tikathali, Tikathali, Lalitpur",0,3,3,0,0,Soil Stabilized,0.916666667,1283.43,14500000
8,5,3,1,"VDC 6 Nagarjun, Sitapaila, Kathmandu",0,0,0,4,14,Gravelled,1,85.56,26000000
7,3,3,1,"Sanobharyang, Kathmandu, Sanobharyang, Kathmandu",0,4,1,0,16,Soil Stabilized,0.25,1454.56,36000000
5,5,3,1,"Na, Budhanilkantha, Kathmandu",5,,,,16,Blacktopped,2,911.25,44500000
0,0,N/A,0,"Na, Samakhusi, Kathmandu",6,,,,20,Blacktopped,1,1093.5,7500000
2,2,3,1,"Gaidakot Nepal, Gaidakot Municipality, Nawalparasi",11,,,,0,Gravelled,0.833333333,2004.75,13000000
4,5,3,3,"Na, Gairidhara, Kathmandu",8,,,,13,Blacktopped,1,1458,50000000
0,0,N/A,0,"Har Har Mahadev, Bhaktapur, Bhaktapur",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,1800000
3,4,3,1,"25 Gha, Sitapaila, Kathmandu",3,,,,14,Soil Stabilized,2,546.75,22000000
5,5,3,1,"Na, Golfutar, Kathmandu",4,,,,20,Blacktopped,2,729,37000000
0,0,N/A,0,"Mandikatar, Kathmandu, Mandikatar, Kathmandu",0,4,2,0,16,Soil Stabilized,1,1540.12,32500000
0,0,N/A,0,"Sukedhara, Sukedhara, Kathmandu",4,,,,13,Gravelled,2,729,27500000
5,4,3,3,"Suryabinayak 03, Bhaktapur, Balkot, Bhaktapur",0,6,0,0,13,Blacktopped,0.5,2053.5,37500000
0,0,N/A,0,"Nagarjun, Nagarjun, Kathmandu",0,6,1,0,16,Soil Stabilized,1,2139.06,38500000
8,5,N/A,6,"Dhapasi Height, Dhapasi, Kathmandu",0,8,3,0,13,Paved,1,2994.68,38500000
0,0,N/A,0,"Tikathali, Tikathali, Lalitpur",0,3,0,0,0,Soil Stabilized,0.75,1026.75,18000000
4,2,3,1,"Naranghat, Bharatpur, Chitwan",4,,,,13,Blacktopped,2,729,10500000
5,5,3,4,"Na, Budhanilkantha, Kathmandu",8,,,,20,Blacktopped,2,1458,42000000
4,3,N/A,1,"House for Sale in Swayambhu, Raichowk, Swayambhu, Kathmandu",6,,,,0,Soil Stabilized,0.083333333,1093.5,35000000
6,2,2,4,"Bafal, Bafal, Kathmandu",0,3,0,0,10,Paved,1,1026.75,23000000
3,4,3,1,"NA, Budhanilkantha, Kathmandu",0,3,3,3,20,Blacktopped,2,1347.6,33000000
0,0,N/A,0,"Tikathali, Tikathali, Lalitpur",0,4,0,0,13,Soil Stabilized,0.75,1369,22500000
6,3,3,1,"Nearby,Ratamakai Chowk, Imadol, Imadol, Lalitpur",0,5,2,0,12,Blacktopped,1,1882.37,31000000
2,2,N/A,0,"Baluwatar, Baluwatar, Kathmandu",0,1,1,0,14,Blacktopped,0.083333333,427.81,11000000
0,0,N/A,0,"Bhangal, Bhangal, Kathmandu",0,3,1,2,12,Soil Stabilized,0.75,1155.09,16500000
4,4,3,1,"Sital Height, Imadol, Lalitpur",0,3,0,1,13,Gravelled,2,1048.14,27000000
6,5,3,1,"Na, Samakhusi, Kathmandu",3,5,,,13,Gravelled,2,2258,23000000
